candidate_id,scenario_id,applicable,rank,unique_trips,unique_routes,active_stops,events
extend-hours:parks:46102,rider-conditional,true,249,5,1,2,5
extend-hours:parks:46102,normal-operations,true,252,5,1,2,5
extend-hours:parks:46102,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:46102,saturday,true,244,5,1,2,5
extend-hours:parks:46103,primary,true,251,5,1,2,5
extend-hours:parks:46103,distance-300,true,349,0,0,0,0
extend-hours:parks:46103,distance-500,true,173,17,2,6,21
extend-hours:parks:46103,rider-conditional,true,248,5,1,2,5
extend-hours:parks:46103,normal-operations,true,251,5,1,2,5
extend-hours:parks:46103,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:46103,saturday,true,243,5,1,2,5
extend-hours:parks:46142,primary,true,299,0,0,0,0
extend-hours:parks:46142,distance-300,true,263,0,0,0,0
extend-hours:parks:46142,distance-500,true,322,0,0,0,0
extend-hours:parks:46142,rider-conditional,true,297,0,0,0,0
extend-hours:parks:46142,normal-operations,true,299,0,0,0,0
extend-hours:parks:46142,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:46142,saturday,true,299,0,0,0,0
extend-hours:parks:500,primary,true,273,2,1,2,4
extend-hours:parks:500,distance-300,true,232,2,1,2,4
extend-hours:parks:500,distance-500,true,298,3,1,4,9
extend-hours:parks:500,rider-conditional,true,271,2,1,2,4
extend-hours:parks:500,normal-operations,true,273,2,1,2,4
extend-hours:parks:500,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:500,saturday,true,272,2,1,2,4
extend-hours:parks:5445,primary,true,270,3,1,1,3
extend-hours:parks:5445,distance-300,true,228,3,1,1,3
extend-hours:parks:5445,distance-500,true,280,5,1,3,8
extend-hours:parks:5445,rider-conditional,true,268,3,1,1,3
extend-hours:parks:5445,normal-operations,true,270,3,1,1,3
extend-hours:parks:5445,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:5445,saturday,true,266,3,1,1,3
extend-hours:parks:5459,primary,true,169,13,1,3,19
extend-hours:parks:5459,distance-300,true,119,13,1,3,19
extend-hours:parks:5459,distance-500,true,117,26,2,6,45
extend-hours:parks:5459,rider-conditional,true,167,13,1,3,19
extend-hours:parks:5459,normal-operations,true,169,13,1,3,19
extend-hours:parks:5459,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:5459,saturday,true,152,14,1,3,21
extend-hours:parks:57282,primary,true,354,0,0,0,0
extend-hours:parks:57282,distance-300,true,346,0,0,0,0
extend-hours:parks:57282,distance-500,true,205,13,2,1,13
extend-hours:parks:57282,rider-conditional,true,353,0,0,0,0
extend-hours:parks:57282,normal-operations,true,354,0,0,0,0
extend-hours:parks:57282,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:57282,saturday,true,354,0,0,0,0
extend-hours:parks:5787,primary,true,309,0,0,0,0
extend-hours:parks:5787,distance-300,true,277,0,0,0,0
extend-hours:parks:5787,distance-500,true,327,0,0,0,0
extend-hours:parks:5787,rider-conditional,true,307,0,0,0,0
extend-hours:parks:5787,normal-operations,true,309,0,0,0,0
extend-hours:parks:5787,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:5787,saturday,true,309,0,0,0,0
extend-hours:parks:60142,primary,true,268,3,1,2,6
extend-hours:parks:60142,distance-300,true,224,3,1,2,6
extend-hours:parks:60142,distance-500,true,300,3,1,2,6
extend-hours:parks:60142,rider-conditional,true,266,3,1,2,6
extend-hours:parks:60142,normal-operations,true,268,3,1,2,6
extend-hours:parks:60142,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:60142,saturday,true,263,3,1,2,6
extend-hours:parks:6157,primary,true,349,0,0,0,0
extend-hours:parks:6157,distance-300,true,340,0,0,0,0
extend-hours:parks:6157,distance-500,true,352,0,0,0,0
extend-hours:parks:6157,rider-conditional,true,348,0,0,0,0
extend-hours:parks:6157,normal-operations,true,349,0,0,0,0
extend-hours:parks:6157,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:6157,saturday,true,349,0,0,0,0
extend-hours:parks:6294,primary,true,139,15,2,9,51
extend-hours:parks:6294,distance-300,true,125,12,1,5,30
extend-hours:parks:6294,distance-500,true,184,15,2,9,51
extend-hours:parks:6294,rider-conditional,true,137,15,2,9,51
extend-hours:parks:6294,normal-operations,true,139,15,2,9,51
extend-hours:parks:6294,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:6294,saturday,true,145,14,2,9,50
extend-hours:parks:63,primary,true,80,25,2,9,56
extend-hours:parks:63,distance-300,true,127,12,1,2,12
extend-hours:parks:63,distance-500,true,120,25,2,11,68
extend-hours:parks:63,rider-conditional,true,76,25,2,9,56
extend-hours:parks:63,normal-operations,true,80,25,2,9,56
extend-hours:parks:63,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:63,saturday,true,76,25,2,9,55
extend-hours:parks:63202,primary,true,119,19,1,2,19
extend-hours:parks:63202,distance-300,true,161,9,1,1,9
extend-hours:parks:63202,distance-500,true,140,22,1,4,48
extend-hours:parks:63202,rider-conditional,true,116,19,1,2,19
extend-hours:parks:63202,normal-operations,true,119,19,1,2,19
extend-hours:parks:63202,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:63202,saturday,true,128,17,1,2,17
extend-hours:parks:66883,primary,true,86,25,2,5,37
extend-hours:parks:66883,distance-300,true,120,13,1,2,13
extend-hours:parks:66883,distance-500,true,125,25,2,6,44
extend-hours:parks:66883,rider-conditional,true,82,25,2,5,37
extend-hours:parks:66883,normal-operations,true,86,25,2,5,37
extend-hours:parks:66883,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:66883,saturday,true,86,25,2,5,38
extend-hours:parks:71,primary,true,215,7,1,4,13
extend-hours:parks:71,distance-300,true,170,7,1,4,13
extend-hours:parks:71,distance-500,true,250,7,1,6,19
extend-hours:parks:71,rider-conditional,true,212,7,1,4,13
extend-hours:parks:71,normal-operations,true,215,7,1,4,13
extend-hours:parks:71,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:71,saturday,true,205,7,1,4,12
extend-hours:parks:74844,primary,true,204,8,3,4,29
extend-hours:parks:74844,distance-300,true,162,8,3,2,16
extend-hours:parks:74844,distance-500,true,183,15,3,6,39
extend-hours:parks:74844,rider-conditional,true,201,8,3,4,29
extend-hours:parks:74844,normal-operations,true,204,8,3,4,29
extend-hours:parks:74844,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:74844,saturday,true,237,5,2,4,17
extend-hours:parks:75662,primary,true,275,2,1,2,4
extend-hours:parks:75662,distance-300,true,347,0,0,0,0
extend-hours:parks:75662,distance-500,true,303,2,1,4,8
extend-hours:parks:75662,rider-conditional,true,273,2,1,2,4
extend-hours:parks:75662,normal-operations,true,275,2,1,2,4
extend-hours:parks:75662,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:75662,saturday,true,274,2,1,2,4
extend-hours:parks:75804,primary,true,223,7,1,1,7
extend-hours:parks:75804,distance-300,true,176,7,1,1,7
extend-hours:parks:75804,distance-500,true,258,7,1,1,7
extend-hours:parks:75804,rider-conditional,true,220,7,1,1,7
extend-hours:parks:75804,normal-operations,true,223,7,1,1,7
extend-hours:parks:75804,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:75804,saturday,true,231,6,1,1,6
extend-hours:parks:771,primary,true,201,9,1,4,18
extend-hours:parks:771,distance-300,true,160,9,1,2,9
extend-hours:parks:771,distance-500,true,240,9,1,4,18
extend-hours:parks:771,rider-conditional,true,198,9,1,4,18
extend-hours:parks:771,normal-operations,true,201,9,1,4,18
extend-hours:parks:771,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:771,saturday,true,195,9,1,4,18
extend-hours:parks:78226,primary,true,254,5,1,1,5
extend-hours:parks:78226,distance-300,true,206,5,1,1,5
extend-hours:parks:78226,distance-500,true,281,5,1,3,9
extend-hours:parks:78226,rider-conditional,true,251,5,1,1,5
extend-hours:parks:78226,normal-operations,true,254,5,1,1,5
extend-hours:parks:78226,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:78226,saturday,true,268,3,1,1,3
extend-hours:parks:79226,primary,true,212,7,2,3,7
extend-hours:parks:79226,distance-300,true,311,0,0,0,0
extend-hours:parks:79226,distance-500,true,76,33,4,9,38
extend-hours:parks:79226,rider-conditional,true,209,7,2,3,7
extend-hours:parks:79226,normal-operations,true,212,7,2,3,7
extend-hours:parks:79226,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:79226,saturday,true,203,7,2,3,7
extend-hours:parks:79231,primary,true,180,12,1,2,12
extend-hours:parks:79231,distance-300,true,129,12,1,2,12
extend-hours:parks:79231,distance-500,true,18,59,4,8,64
extend-hours:parks:79231,rider-conditional,true,178,12,1,2,12
extend-hours:parks:79231,normal-operations,true,180,12,1,2,12
extend-hours:parks:79231,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:79231,saturday,true,178,12,1,2,12
extend-hours:parks:79343,primary,true,240,6,1,1,6
extend-hours:parks:79343,distance-300,true,195,6,1,1,6
extend-hours:parks:79343,distance-500,true,116,26,2,7,44
extend-hours:parks:79343,rider-conditional,true,237,6,1,1,6
extend-hours:parks:79343,normal-operations,true,240,6,1,1,6
extend-hours:parks:79343,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:79343,saturday,true,216,7,1,1,7
extend-hours:parks:79344,primary,true,182,12,1,2,12
extend-hours:parks:79344,distance-300,true,194,6,1,1,6
extend-hours:parks:79344,distance-500,true,115,26,2,8,50
extend-hours:parks:79344,rider-conditional,true,180,12,1,2,12
extend-hours:parks:79344,normal-operations,true,182,12,1,2,12
extend-hours:parks:79344,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:79344,saturday,true,172,13,1,2,13
extend-hours:parks:79459,primary,true,265,4,1,1,4
extend-hours:parks:79459,distance-300,true,271,0,0,0,0
extend-hours:parks:79459,distance-500,true,296,4,1,1,4
extend-hours:parks:79459,rider-conditional,true,263,4,1,1,4
extend-hours:parks:79459,normal-operations,true,265,4,1,1,4
extend-hours:parks:79459,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:79459,saturday,true,230,6,1,1,6
extend-hours:parks:829,primary,true,194,10,2,3,10
extend-hours:parks:829,distance-300,true,189,6,1,2,6
extend-hours:parks:829,distance-500,true,201,13,2,5,16
extend-hours:parks:829,rider-conditional,true,191,10,2,3,10
extend-hours:parks:829,normal-operations,true,194,10,2,3,10
extend-hours:parks:829,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:829,saturday,true,188,11,2,3,11
extend-hours:parks:925,primary,true,83,25,2,7,48
extend-hours:parks:925,distance-300,true,48,25,2,5,27
extend-hours:parks:925,distance-500,true,124,25,2,7,48
extend-hours:parks:925,rider-conditional,true,79,25,2,7,48
extend-hours:parks:925,normal-operations,true,83,25,2,7,48
extend-hours:parks:925,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:925,saturday,true,127,17,1,4,34
extend-hours:parks:93642,primary,true,353,0,0,0,0
extend-hours:parks:93642,distance-300,true,345,0,0,0,0
extend-hours:parks:93642,distance-500,true,356,0,0,0,0
extend-hours:parks:93642,rider-conditional,true,352,0,0,0,0
extend-hours:parks:93642,normal-operations,true,353,0,0,0,0
extend-hours:parks:93642,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:93642,saturday,true,353,0,0,0,0
extend-hours:parks:97106,primary,true,188,11,2,2,11
extend-hours:parks:97106,distance-300,true,144,11,2,2,11
extend-hours:parks:97106,distance-500,true,230,11,2,2,11
extend-hours:parks:97106,rider-conditional,true,186,11,2,2,11
extend-hours:parks:97106,normal-operations,true,188,11,2,2,11
extend-hours:parks:97106,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:97106,saturday,true,176,12,2,2,12
extend-hours:parks:971308,primary,true,175,12,1,6,36
extend-hours:parks:971308,distance-300,true,137,12,1,2,12
extend-hours:parks:971308,distance-500,true,220,12,1,6,36
extend-hours:parks:971308,rider-conditional,true,173,12,1,6,36
extend-hours:parks:971308,normal-operations,true,175,12,1,6,36
extend-hours:parks:971308,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:971308,saturday,true,177,12,1,6,36
extend-hours:parks:971422,primary,true,291,0,0,0,0
extend-hours:parks:971422,distance-300,true,253,0,0,0,0
extend-hours:parks:971422,distance-500,true,316,0,0,0,0
extend-hours:parks:971422,rider-conditional,true,289,0,0,0,0
extend-hours:parks:971422,normal-operations,true,291,0,0,0,0
extend-hours:parks:971422,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:971422,saturday,true,291,0,0,0,0
extend-hours:parks:971579,primary,true,116,20,2,4,28
extend-hours:parks:971579,distance-300,true,105,14,1,2,14
extend-hours:parks:971579,distance-500,true,101,28,2,7,53
extend-hours:parks:971579,rider-conditional,true,113,20,2,4,28
extend-hours:parks:971579,normal-operations,true,116,20,2,4,28
extend-hours:parks:971579,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:971579,saturday,true,103,20,2,4,28
extend-hours:parks:988554,primary,true,96,22,3,3,30
extend-hours:parks:988554,distance-300,true,146,10,3,1,10
extend-hours:parks:988554,distance-500,true,126,24,4,7,55
extend-hours:parks:988554,rider-conditional,true,92,22,3,3,30
extend-hours:parks:988554,normal-operations,true,96,22,3,3,30
extend-hours:parks:988554,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:988554,saturday,true,71,26,3,3,34
extend-hours:parks:988593,primary,true,124,18,2,3,26
extend-hours:parks:988593,distance-300,true,84,18,2,2,18
extend-hours:parks:988593,distance-500,true,168,18,2,6,51
extend-hours:parks:988593,rider-conditional,true,122,18,2,3,26
extend-hours:parks:988593,normal-operations,true,124,18,2,3,26
extend-hours:parks:988593,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:988593,saturday,true,137,15,2,3,22
new-facility-zone:10039,primary,true,381,11,2,12,29
new-facility-zone:10039,distance-300,true,349,10,2,10,24
new-facility-zone:10039,distance-500,true,392,11,2,14,33
new-facility-zone:10039,rider-conditional,true,378,11,2,12,29
new-facility-zone:10039,normal-operations,true,381,11,2,12,29
new-facility-zone:10039,optimistic-information,true,402,7,2,5,12
new-facility-zone:10039,saturday,true,349,13,2,12,35
new-facility-zone:10047,primary,true,378,11,3,17,45
new-facility-zone:10047,distance-300,true,330,11,3,13,36
new-facility-zone:10047,distance-500,true,390,11,3,19,51
new-facility-zone:10047,rider-conditional,true,374,11,3,17,45
new-facility-zone:10047,normal-operations,true,378,11,3,17,45
new-facility-zone:10047,optimistic-information,true,375,11,3,17,45
new-facility-zone:10047,saturday,true,363,12,3,17,48
new-facility-zone:10053,primary,true,322,18,2,7,36
new-facility-zone:10053,distance-300,true,255,18,2,6,30
new-facility-zone:10053,distance-500,true,337,18,2,9,44
new-facility-zone:10053,rider-conditional,true,315,18,2,7,36
new-facility-zone:10053,normal-operations,true,322,18,2,7,36
new-facility-zone:10053,optimistic-information,true,315,18,2,7,36
new-facility-zone:10053,saturday,true,312,18,2,7,37
new-facility-zone:10058,primary,true,209,28,3,7,48
new-facility-zone:10058,distance-300,true,165,25,3,4,32
new-facility-zone:10058,distance-500,true,236,28,3,9,54
new-facility-zone:10058,rider-conditional,true,199,28,3,7,48
new-facility-zone:10058,normal-operations,true,209,28,3,7,48
new-facility-zone:10058,optimistic-information,true,205,28,3,7,48
new-facility-zone:10058,saturday,true,172,31,3,7,60
new-facility-zone:10071,primary,true,376,12,2,5,16
new-facility-zone:10071,distance-300,true,352,10,2,4,14
new-facility-zone:10071,distance-500,true,244,27,3,11,43
new-facility-zone:10071,rider-conditional,true,372,12,2,5,16
new-facility-zone:10071,normal-operations,true,376,12,2,5,16
new-facility-zone:10071,optimistic-information,true,373,12,2,5,16
new-facility-zone:10071,saturday,true,378,11,2,5,13
new-facility-zone:10072,primary,true,205,28,3,11,64
new-facility-zone:10072,distance-300,true,144,27,3,6,34
new-facility-zone:10072,distance-500,true,221,29,3,14,81
new-facility-zone:10072,rider-conditional,true,195,28,3,11,64
new-facility-zone:10072,normal-operations,true,205,28,3,11,64
new-facility-zone:10072,optimistic-information,true,201,28,3,11,64
new-facility-zone:10072,saturday,true,224,25,3,11,55
new-facility-zone:10085,primary,true,347,14,2,12,42
new-facility-zone:10085,distance-300,true,289,14,2,11,38
new-facility-zone:10085,distance-500,true,359,14,2,13,45
new-facility-zone:10085,rider-conditional,true,341,14,2,12,42
new-facility-zone:10085,normal-operations,true,347,14,2,12,42
new-facility-zone:10085,optimistic-information,true,342,14,2,12,42
new-facility-zone:10085,saturday,true,380,10,2,12,29
new-facility-zone:10093,primary,true,385,11,2,10,27
new-facility-zone:10093,distance-300,true,338,11,2,6,15
new-facility-zone:10093,distance-500,true,395,11,2,12,31
new-facility-zone:10093,rider-conditional,true,382,11,2,10,27
new-facility-zone:10093,normal-operations,true,385,11,2,10,27
new-facility-zone:10093,optimistic-information,true,381,11,2,10,27
new-facility-zone:10093,saturday,true,393,9,2,10,22
new-facility-zone:10097,primary,true,278,22,2,14,74
new-facility-zone:10097,distance-300,true,206,21,2,10,51
new-facility-zone:10097,distance-500,true,291,23,2,17,88
new-facility-zone:10097,rider-conditional,true,271,22,2,14,74
new-facility-zone:10097,normal-operations,true,278,22,2,14,74
new-facility-zone:10097,optimistic-information,true,272,22,2,14,74
new-facility-zone:10097,saturday,true,264,22,2,14,77
new-facility-zone:10102,primary,true,65,54,2,8,121
new-facility-zone:10102,distance-300,true,37,52,2,6,97
new-facility-zone:10102,distance-500,true,73,56,2,10,170
new-facility-zone:10102,rider-conditional,true,55,54,2,8,121
new-facility-zone:10102,normal-operations,true,65,54,2,8,121
new-facility-zone:10102,optimistic-information,true,63,54,2,8,121
new-facility-zone:10102,saturday,true,49,56,2,8,127
new-facility-zone:10115,primary,true,103,45,3,11,82
new-facility-zone:10115,distance-300,true,286,15,1,5,33
new-facility-zone:10115,distance-500,true,66,57,3,12,94
new-facility-zone:10115,rider-conditional,true,91,45,3,11,82
new-facility-zone:10115,normal-operations,true,103,45,3,11,82
new-facility-zone:10115,optimistic-information,true,99,45,3,11,82
new-facility-zone:10115,saturday,true,92,44,3,11,81
new-facility-zone:1013,primary,true,132,39,3,12,92
new-facility-zone:1013,distance-300,true,81,38,3,7,59
new-facility-zone:1013,distance-500,true,147,39,3,12,92
new-facility-zone:1013,rider-conditional,true,121,39,3,12,92
new-facility-zone:1013,normal-operations,true,132,39,3,12,92
new-facility-zone:1013,optimistic-information,true,128,39,3,12,92
new-facility-zone:1013,saturday,true,152,32,3,12,81
new-facility-zone:10150,primary,true,317,18,2,11,51
new-facility-zone:10150,distance-300,true,261,17,2,9,39
new-facility-zone:10150,distance-500,true,334,18,2,13,56
new-facility-zone:10150,rider-conditional,true,310,18,2,11,51
new-facility-zone:10150,normal-operations,true,317,18,2,11,51
new-facility-zone:10150,optimistic-information,true,310,18,2,11,51
new-facility-zone:10150,saturday,true,320,17,2,11,49
new-facility-zone:1018,primary,true,134,38,3,8,72
new-facility-zone:1018,distance-300,true,106,32,2,6,54
new-facility-zone:1018,distance-500,true,118,45,3,14,111
new-facility-zone:1018,rider-conditional,true,123,38,3,8,72
new-facility-zone:1018,normal-operations,true,134,38,3,8,72
new-facility-zone:1018,optimistic-information,true,131,38,3,8,72
new-facility-zone:1018,saturday,true,116,39,3,8,72
new-facility-zone:10202,primary,true,413,4,1,3,9
new-facility-zone:10202,distance-300,true,411,3,1,2,6
new-facility-zone:10202,distance-500,true,414,4,1,4,12
new-facility-zone:10202,rider-conditional,true,411,4,1,3,9
new-facility-zone:10202,normal-operations,true,413,4,1,3,9
new-facility-zone:10202,optimistic-information,true,413,4,1,3,9
new-facility-zone:10202,saturday,true,413,3,1,3,9
new-facility-zone:10219,primary,true,336,16,2,9,26
new-facility-zone:10219,distance-300,true,353,10,2,4,12
new-facility-zone:10219,distance-500,true,351,16,2,9,26
new-facility-zone:10219,rider-conditional,true,330,16,2,9,26
new-facility-zone:10219,normal-operations,true,336,16,2,9,26
new-facility-zone:10219,optimistic-information,true,330,16,2,9,26
new-facility-zone:10219,saturday,true,322,17,2,9,27
new-facility-zone:10224,primary,true,409,7,1,4,15
new-facility-zone:10224,distance-300,true,379,7,1,2,9
new-facility-zone:10224,distance-500,true,412,7,1,4,15
new-facility-zone:10224,rider-conditional,true,406,7,1,4,15
new-facility-zone:10224,normal-operations,true,409,7,1,4,15
new-facility-zone:10224,optimistic-information,true,407,7,1,4,15
new-facility-zone:10224,saturday,true,416,4,1,4,8
new-facility-zone:10249,primary,true,301,20,2,12,56
new-facility-zone:10249,distance-300,true,224,20,2,11,50
new-facility-zone:10249,distance-500,true,316,20,2,14,63
new-facility-zone:10249,rider-conditional,true,294,20,2,12,56
new-facility-zone:10249,normal-operations,true,301,20,2,12,56
new-facility-zone:10249,optimistic-information,true,295,20,2,12,56
new-facility-zone:10249,saturday,true,308,18,2,12,50
new-facility-zone:10254,primary,true,189,30,3,8,41
new-facility-zone:10254,distance-300,true,392,6,1,2,6
new-facility-zone:10254,distance-500,true,217,30,3,8,41
new-facility-zone:10254,rider-conditional,true,179,30,3,8,41
new-facility-zone:10254,normal-operations,true,189,30,3,8,41
new-facility-zone:10254,optimistic-information,true,185,30,3,8,41
new-facility-zone:10254,saturday,true,235,24,3,8,34
new-facility-zone:10259,primary,true,417,3,1,6,7
new-facility-zone:10259,distance-300,true,417,3,1,5,6
new-facility-zone:10259,distance-500,true,417,3,1,7,8
new-facility-zone:10259,rider-conditional,true,415,3,1,6,7
new-facility-zone:10259,normal-operations,true,417,3,1,6,7
new-facility-zone:10259,optimistic-information,true,417,3,1,6,7
new-facility-zone:10259,saturday,true,417,3,1,6,7
new-facility-zone:10295,primary,true,399,9,2,9,24
new-facility-zone:10295,distance-300,true,371,7,2,7,19
new-facility-zone:10295,distance-500,true,403,10,2,11,29
new-facility-zone:10295,rider-conditional,true,396,9,2,9,24
new-facility-zone:10295,normal-operations,true,399,9,2,9,24
new-facility-zone:10295,optimistic-information,true,395,9,2,9,24
new-facility-zone:10295,saturday,true,367,12,2,9,29
new-facility-zone:10339,primary,true,366,13,2,12,38
new-facility-zone:10339,distance-300,true,301,13,2,8,27
new-facility-zone:10339,distance-500,true,379,13,2,12,38
new-facility-zone:10339,rider-conditional,true,361,13,2,12,38
new-facility-zone:10339,normal-operations,true,366,13,2,12,38
new-facility-zone:10339,optimistic-information,true,361,13,2,12,38
new-facility-zone:10339,saturday,true,350,13,2,12,38
new-facility-zone:10358,primary,true,50,57,6,12,110
new-facility-zone:10358,distance-300,true,24,57,6,10,92
new-facility-zone:10358,distance-500,true,62,58,6,18,173
new-facility-zone:10358,rider-conditional,true,39,57,6,12,110
new-facility-zone:10358,normal-operations,true,50,57,6,12,110
new-facility-zone:10358,optimistic-information,true,48,57,6,12,110
new-facility-zone:10358,saturday,true,44,57,5,12,113
new-facility-zone:10385,primary,true,256,24,3,6,28
new-facility-zone:10385,distance-300,true,274,16,2,5,20
new-facility-zone:10385,distance-500,true,149,39,3,9,47
new-facility-zone:10385,rider-conditional,true,247,24,3,6,28
new-facility-zone:10385,normal-operations,true,256,24,3,6,28
new-facility-zone:10385,optimistic-information,true,250,24,3,6,28
new-facility-zone:10385,saturday,true,248,23,3,7,25
new-facility-zone:10400,primary,true,249,24,3,10,48
new-facility-zone:10400,distance-300,true,283,15,2,6,34
new-facility-zone:10400,distance-500,true,254,26,3,16,70
new-facility-zone:10400,rider-conditional,true,240,24,3,10,48
new-facility-zone:10400,normal-operations,true,249,24,3,10,48
new-facility-zone:10400,optimistic-information,true,244,24,3,10,48
new-facility-zone:10400,saturday,true,260,22,3,10,47
new-facility-zone:10438,primary,true,42,60,4,13,82
new-facility-zone:10438,distance-300,true,25,56,3,10,64
new-facility-zone:10438,distance-500,true,56,60,4,18,92
new-facility-zone:10438,rider-conditional,true,269,22,3,5,22
new-facility-zone:10438,normal-operations,true,42,60,4,13,82
new-facility-zone:10438,optimistic-information,true,41,60,4,13,82
new-facility-zone:10438,saturday,true,55,54,4,13,72
new-facility-zone:1047,primary,true,329,17,2,7,23
new-facility-zone:1047,distance-300,true,275,16,2,5,19
new-facility-zone:1047,distance-500,true,212,31,2,9,39
new-facility-zone:1047,rider-conditional,true,322,17,2,7,23
new-facility-zone:1047,normal-operations,true,329,17,2,7,23
new-facility-zone:1047,optimistic-information,true,324,17,2,5,20
new-facility-zone:1047,saturday,true,344,14,2,7,24
new-facility-zone:10480,primary,true,143,36,3,12,66
new-facility-zone:10480,distance-300,true,87,36,3,9,54
new-facility-zone:10480,distance-500,true,164,36,3,15,79
new-facility-zone:10480,rider-conditional,true,132,36,3,12,66
new-facility-zone:10480,normal-operations,true,143,36,3,12,66
new-facility-zone:10480,optimistic-information,true,140,36,3,12,66
new-facility-zone:10480,saturday,true,182,29,3,12,47
new-facility-zone:10487,primary,true,369,13,2,10,30
new-facility-zone:10487,distance-300,true,304,13,2,6,18
new-facility-zone:10487,distance-500,true,380,13,2,10,30
new-facility-zone:10487,rider-conditional,true,364,13,2,10,30
new-facility-zone:10487,normal-operations,true,369,13,2,10,30
new-facility-zone:10487,optimistic-information,true,365,13,2,10,30
new-facility-zone:10487,saturday,true,355,13,2,10,31
new-facility-zone:10500,primary,true,342,15,3,8,26
new-facility-zone:10500,distance-300,true,342,11,2,5,14
new-facility-zone:10500,distance-500,true,355,15,3,11,35
new-facility-zone:10500,rider-conditional,true,336,15,3,8,26
new-facility-zone:10500,normal-operations,true,342,15,3,8,26
new-facility-zone:10500,optimistic-information,true,335,15,3,8,26
new-facility-zone:10500,saturday,true,316,17,3,8,29
new-facility-zone:10511,primary,true,186,30,3,11,52
new-facility-zone:10511,distance-300,true,119,30,3,10,50
new-facility-zone:10511,distance-500,true,158,37,4,13,70
new-facility-zone:10511,rider-conditional,true,176,30,3,11,52
new-facility-zone:10511,normal-operations,true,186,30,3,11,52
new-facility-zone:10511,optimistic-information,true,182,30,3,11,52
new-facility-zone:10511,saturday,true,271,21,3,11,41
new-facility-zone:10515,primary,true,29,66,4,13,107
new-facility-zone:10515,distance-300,true,19,66,4,8,75
new-facility-zone:10515,distance-500,true,40,66,4,13,107
new-facility-zone:10515,rider-conditional,true,19,66,4,13,107
new-facility-zone:10515,normal-operations,true,29,66,4,13,107
new-facility-zone:10515,optimistic-information,true,29,66,4,13,107
new-facility-zone:10515,saturday,true,25,66,4,13,108
new-facility-zone:10570,primary,true,55,56,7,10,109
new-facility-zone:10570,distance-300,true,82,37,6,6,77
new-facility-zone:10570,distance-500,true,69,56,7,12,114
new-facility-zone:10570,rider-conditional,true,45,56,7,10,109
new-facility-zone:10570,normal-operations,true,55,56,7,10,109
new-facility-zone:10570,optimistic-information,true,52,56,7,10,109
new-facility-zone:10570,saturday,true,95,43,7,10,90
new-facility-zone:10595,primary,true,153,35,2,9,56
new-facility-zone:10595,distance-300,true,217,21,2,4,24
