candidate_id,scenario_id,applicable,rank,unique_trips,unique_routes,active_stops,events
new-facility-zone:6652,distance-300,true,38,51,6,7,98
new-facility-zone:6652,distance-500,true,70,56,6,10,150
new-facility-zone:6652,rider-conditional,true,46,56,6,9,143
new-facility-zone:6652,normal-operations,true,56,56,6,9,143
new-facility-zone:6652,optimistic-information,true,53,56,6,9,143
new-facility-zone:6652,saturday,true,54,54,5,9,136
new-facility-zone:6672,primary,true,360,13,3,11,21
new-facility-zone:6672,distance-300,true,297,13,3,10,19
new-facility-zone:6672,distance-500,true,370,13,3,15,29
new-facility-zone:6672,rider-conditional,true,354,13,3,11,21
new-facility-zone:6672,normal-operations,true,360,13,3,11,21
new-facility-zone:6672,optimistic-information,true,356,13,3,11,21
new-facility-zone:6672,saturday,true,333,15,3,11,24
new-facility-zone:6690,primary,true,159,34,3,10,63
new-facility-zone:6690,distance-300,true,142,27,3,7,39
new-facility-zone:6690,distance-500,true,174,35,3,17,117
new-facility-zone:6690,rider-conditional,true,149,34,3,10,63
new-facility-zone:6690,normal-operations,true,159,34,3,10,63
new-facility-zone:6690,optimistic-information,true,155,34,3,10,63
new-facility-zone:6690,saturday,true,142,34,3,10,65
new-facility-zone:6741,primary,true,310,19,3,7,31
new-facility-zone:6741,distance-300,true,236,19,3,5,25
new-facility-zone:6741,distance-500,true,323,19,3,7,31
new-facility-zone:6741,rider-conditional,true,303,19,3,7,31
new-facility-zone:6741,normal-operations,true,310,19,3,7,31
new-facility-zone:6741,optimistic-information,true,304,19,3,7,31
new-facility-zone:6741,saturday,true,358,13,2,7,17
new-facility-zone:6767,primary,true,191,29,4,15,49
new-facility-zone:6767,distance-300,true,243,18,3,9,28
new-facility-zone:6767,distance-500,true,219,29,4,21,77
new-facility-zone:6767,rider-conditional,true,181,29,4,15,49
new-facility-zone:6767,normal-operations,true,191,29,4,15,49
new-facility-zone:6767,optimistic-information,true,187,29,4,15,49
new-facility-zone:6767,saturday,true,190,28,4,15,48
new-facility-zone:6793,primary,true,164,33,4,8,42
new-facility-zone:6793,distance-300,true,388,6,1,4,11
new-facility-zone:6793,distance-500,true,106,46,4,11,61
new-facility-zone:6793,rider-conditional,true,154,33,4,8,42
new-facility-zone:6793,normal-operations,true,164,33,4,8,42
new-facility-zone:6793,optimistic-information,true,159,33,4,8,42
new-facility-zone:6793,saturday,true,144,33,4,8,44
new-facility-zone:6800,primary,true,331,16,3,11,31
new-facility-zone:6800,distance-300,true,368,8,2,3,8
new-facility-zone:6800,distance-500,true,346,16,3,11,31
new-facility-zone:6800,rider-conditional,true,324,16,3,11,31
new-facility-zone:6800,normal-operations,true,331,16,3,11,31
new-facility-zone:6800,optimistic-information,true,325,16,3,11,31
new-facility-zone:6800,saturday,true,339,14,3,11,28
new-facility-zone:6814,primary,true,319,18,2,10,45
new-facility-zone:6814,distance-300,true,256,18,2,6,24
new-facility-zone:6814,distance-500,true,326,19,2,12,54
new-facility-zone:6814,rider-conditional,true,312,18,2,10,45
new-facility-zone:6814,normal-operations,true,319,18,2,10,45
new-facility-zone:6814,optimistic-information,true,312,18,2,10,45
new-facility-zone:6814,saturday,true,328,16,2,10,40
new-facility-zone:6832,primary,true,142,36,3,13,79
new-facility-zone:6832,distance-300,true,138,28,2,7,47
new-facility-zone:6832,distance-500,true,165,36,3,13,79
new-facility-zone:6832,rider-conditional,true,131,36,3,13,79
new-facility-zone:6832,normal-operations,true,142,36,3,13,79
new-facility-zone:6832,optimistic-information,true,139,36,3,13,79
new-facility-zone:6832,saturday,true,127,37,3,13,82
new-facility-zone:6843,primary,true,397,9,2,12,27
new-facility-zone:6843,distance-300,true,359,9,2,8,19
new-facility-zone:6843,distance-500,true,406,9,2,15,34
new-facility-zone:6843,rider-conditional,true,394,9,2,12,27
new-facility-zone:6843,normal-operations,true,397,9,2,12,27
new-facility-zone:6843,optimistic-information,true,393,9,2,12,27
new-facility-zone:6843,saturday,true,391,9,2,12,29
new-facility-zone:6849,primary,true,280,22,2,10,52
new-facility-zone:6849,distance-300,true,214,21,2,7,35
new-facility-zone:6849,distance-500,true,297,22,2,13,64
new-facility-zone:6849,rider-conditional,true,273,22,2,10,52
new-facility-zone:6849,normal-operations,true,280,22,2,10,52
new-facility-zone:6849,optimistic-information,true,274,22,2,10,52
new-facility-zone:6849,saturday,true,301,19,2,10,46
new-facility-zone:6882,primary,true,273,23,2,7,49
new-facility-zone:6882,distance-300,true,295,14,1,4,26
new-facility-zone:6882,distance-500,true,292,23,2,8,55
new-facility-zone:6882,rider-conditional,true,265,23,2,7,49
new-facility-zone:6882,normal-operations,true,273,23,2,7,49
new-facility-zone:6882,optimistic-information,true,266,23,2,7,49
new-facility-zone:6882,saturday,true,280,21,2,7,46
new-facility-zone:6892,primary,true,95,46,3,9,71
new-facility-zone:6892,distance-300,true,241,19,1,4,36
new-facility-zone:6892,distance-500,true,109,46,3,10,80
new-facility-zone:6892,rider-conditional,true,83,46,3,9,71
new-facility-zone:6892,normal-operations,true,95,46,3,9,71
new-facility-zone:6892,optimistic-information,true,91,46,3,9,71
new-facility-zone:6892,saturday,true,94,44,3,9,69
new-facility-zone:6896,primary,true,188,30,3,10,65
new-facility-zone:6896,distance-300,true,145,27,2,8,54
new-facility-zone:6896,distance-500,true,180,34,3,16,101
new-facility-zone:6896,rider-conditional,true,178,30,3,10,65
new-facility-zone:6896,normal-operations,true,188,30,3,10,65
new-facility-zone:6896,optimistic-information,true,184,30,3,10,65
new-facility-zone:6896,saturday,true,194,28,3,10,58
new-facility-zone:6963,primary,true,333,16,3,10,24
new-facility-zone:6963,distance-300,true,408,3,1,6,7
new-facility-zone:6963,distance-500,true,258,26,3,11,34
new-facility-zone:6963,rider-conditional,true,326,16,3,10,24
new-facility-zone:6963,normal-operations,true,333,16,3,10,24
new-facility-zone:6963,optimistic-information,true,327,16,3,10,24
new-facility-zone:6963,saturday,true,330,16,2,9,27
new-facility-zone:698,primary,true,332,16,3,11,45
new-facility-zone:698,distance-300,true,331,11,3,8,29
new-facility-zone:698,distance-500,true,125,42,6,14,71
new-facility-zone:698,rider-conditional,true,325,16,3,11,45
new-facility-zone:698,normal-operations,true,332,16,3,11,45
new-facility-zone:698,optimistic-information,true,326,16,3,11,45
new-facility-zone:698,saturday,true,315,17,3,11,40
new-facility-zone:700,primary,true,327,17,2,9,54
new-facility-zone:700,distance-300,true,285,15,2,5,31
new-facility-zone:700,distance-500,true,342,17,2,12,70
new-facility-zone:700,rider-conditional,true,320,17,2,9,54
new-facility-zone:700,normal-operations,true,327,17,2,9,54
new-facility-zone:700,optimistic-information,true,321,17,2,9,54
new-facility-zone:700,saturday,true,356,13,2,9,40
new-facility-zone:7021,primary,true,217,27,3,8,47
new-facility-zone:7021,distance-300,true,143,27,3,7,45
new-facility-zone:7021,distance-500,true,245,27,3,10,57
new-facility-zone:7021,rider-conditional,true,207,27,3,8,47
new-facility-zone:7021,normal-operations,true,217,27,3,8,47
new-facility-zone:7021,optimistic-information,true,213,27,3,8,47
new-facility-zone:7021,saturday,true,186,29,3,8,57
new-facility-zone:7044,primary,true,34,63,5,20,103
new-facility-zone:7044,distance-300,true,70,41,5,13,51
new-facility-zone:7044,distance-500,true,36,67,5,29,141
new-facility-zone:7044,rider-conditional,true,24,63,5,20,103
new-facility-zone:7044,normal-operations,true,34,63,5,20,103
new-facility-zone:7044,optimistic-information,true,34,63,5,20,103
new-facility-zone:7044,saturday,true,30,63,5,20,104
new-facility-zone:7049,primary,true,187,30,3,11,56
new-facility-zone:7049,distance-300,true,264,17,2,6,29
new-facility-zone:7049,distance-500,true,205,31,3,16,76
new-facility-zone:7049,rider-conditional,true,177,30,3,11,56
new-facility-zone:7049,normal-operations,true,187,30,3,11,56
new-facility-zone:7049,optimistic-information,true,183,30,3,11,56
new-facility-zone:7049,saturday,true,177,30,3,11,56
new-facility-zone:7059,primary,true,75,50,3,8,83
new-facility-zone:7059,distance-300,true,49,47,3,4,47
new-facility-zone:7059,distance-500,true,90,50,3,8,83
new-facility-zone:7059,rider-conditional,true,65,50,3,8,83
new-facility-zone:7059,normal-operations,true,75,50,3,8,83
new-facility-zone:7059,optimistic-information,true,78,48,3,6,61
new-facility-zone:7059,saturday,true,65,51,3,8,92
new-facility-zone:706,primary,true,192,29,4,12,78
new-facility-zone:706,distance-300,true,323,12,2,5,30
new-facility-zone:706,distance-500,true,178,34,4,16,101
new-facility-zone:706,rider-conditional,true,182,29,4,12,78
new-facility-zone:706,normal-operations,true,192,29,4,12,78
new-facility-zone:706,optimistic-information,true,188,29,4,12,78
new-facility-zone:706,saturday,true,159,31,4,12,75
new-facility-zone:7092,primary,true,109,43,3,9,117
new-facility-zone:7092,distance-300,true,139,28,2,5,64
new-facility-zone:7092,distance-500,true,124,43,3,10,136
new-facility-zone:7092,rider-conditional,true,98,43,3,9,117
new-facility-zone:7092,normal-operations,true,109,43,3,9,117
new-facility-zone:7092,optimistic-information,true,106,43,3,9,117
new-facility-zone:7092,saturday,true,115,39,3,9,106
new-facility-zone:7117,primary,true,384,11,2,11,27
new-facility-zone:7117,distance-300,true,383,6,1,7,16
new-facility-zone:7117,distance-500,true,340,17,2,14,41
new-facility-zone:7117,rider-conditional,true,381,11,2,11,27
new-facility-zone:7117,normal-operations,true,384,11,2,11,27
new-facility-zone:7117,optimistic-information,true,380,11,2,11,27
new-facility-zone:7117,saturday,true,366,12,2,11,31
new-facility-zone:712,primary,true,370,13,2,6,26
new-facility-zone:712,distance-300,true,309,13,2,3,13
new-facility-zone:712,distance-500,true,383,13,2,6,26
new-facility-zone:712,rider-conditional,true,365,13,2,6,26
new-facility-zone:712,normal-operations,true,370,13,2,6,26
new-facility-zone:712,optimistic-information,true,366,13,2,6,26
new-facility-zone:712,saturday,true,377,11,2,6,22
new-facility-zone:720,primary,true,412,4,1,7,11
new-facility-zone:720,distance-300,true,401,4,1,4,6
new-facility-zone:720,distance-500,true,381,13,2,9,21
new-facility-zone:720,rider-conditional,true,410,4,1,7,11
new-facility-zone:720,normal-operations,true,412,4,1,7,11
new-facility-zone:720,optimistic-information,true,412,4,1,7,11
new-facility-zone:720,saturday,true,409,4,1,7,12
new-facility-zone:7211,primary,true,288,21,3,11,33
new-facility-zone:7211,distance-300,true,360,9,2,8,17
new-facility-zone:7211,distance-500,true,306,21,3,16,45
new-facility-zone:7211,rider-conditional,true,281,21,3,11,33
new-facility-zone:7211,normal-operations,true,288,21,3,11,33
new-facility-zone:7211,optimistic-information,true,283,21,3,11,33
new-facility-zone:7211,saturday,true,273,21,3,11,33
new-facility-zone:7248,primary,true,195,29,3,9,53
new-facility-zone:7248,distance-300,true,130,29,3,6,43
new-facility-zone:7248,distance-500,true,225,29,3,13,72
new-facility-zone:7248,rider-conditional,true,185,29,3,9,53
new-facility-zone:7248,normal-operations,true,195,29,3,9,53
new-facility-zone:7248,optimistic-information,true,191,29,3,9,53
new-facility-zone:7248,saturday,true,234,24,3,9,51
new-facility-zone:7306,primary,true,350,14,2,11,40
new-facility-zone:7306,distance-300,true,324,12,2,5,21
new-facility-zone:7306,distance-500,true,360,14,2,12,42
new-facility-zone:7306,rider-conditional,true,344,14,2,11,40
new-facility-zone:7306,normal-operations,true,350,14,2,11,40
new-facility-zone:7306,optimistic-information,true,345,14,2,11,40
new-facility-zone:7306,saturday,true,341,14,2,11,41
new-facility-zone:734,primary,true,373,12,2,9,25
new-facility-zone:734,distance-300,true,394,5,2,5,11
new-facility-zone:734,distance-500,true,152,38,3,14,58
new-facility-zone:734,rider-conditional,true,369,12,2,9,25
new-facility-zone:734,normal-operations,true,373,12,2,9,25
new-facility-zone:734,optimistic-information,true,370,12,2,9,25
new-facility-zone:734,saturday,true,368,12,2,9,29
new-facility-zone:7346,primary,true,374,12,2,7,18
new-facility-zone:7346,distance-300,true,415,2,1,1,2
new-facility-zone:7346,distance-500,true,389,12,2,8,21
new-facility-zone:7346,rider-conditional,true,370,12,2,7,18
new-facility-zone:7346,normal-operations,true,374,12,2,7,18
new-facility-zone:7346,optimistic-information,true,371,12,2,7,18
new-facility-zone:7346,saturday,true,394,9,2,7,17
new-facility-zone:7374,primary,true,212,28,2,8,71
new-facility-zone:7374,distance-300,true,156,26,2,6,51
new-facility-zone:7374,distance-500,true,238,28,2,10,84
new-facility-zone:7374,rider-conditional,true,202,28,2,8,71
new-facility-zone:7374,normal-operations,true,212,28,2,8,71
new-facility-zone:7374,optimistic-information,true,278,22,2,4,40
new-facility-zone:7374,saturday,true,217,26,2,8,69
new-facility-zone:7378,primary,true,320,18,2,10,42
new-facility-zone:7378,distance-300,true,253,18,2,7,33
new-facility-zone:7378,distance-500,true,335,18,2,11,48
new-facility-zone:7378,rider-conditional,true,313,18,2,10,42
new-facility-zone:7378,normal-operations,true,320,18,2,10,42
new-facility-zone:7378,optimistic-information,true,313,18,2,10,42
new-facility-zone:7378,saturday,true,302,19,2,10,44
new-facility-zone:7431,primary,true,250,24,3,10,47
new-facility-zone:7431,distance-300,true,249,18,2,8,41
new-facility-zone:7431,distance-500,true,240,27,4,15,66
new-facility-zone:7431,rider-conditional,true,241,24,3,10,47
new-facility-zone:7431,normal-operations,true,250,24,3,10,47
new-facility-zone:7431,optimistic-information,true,245,24,3,10,47
new-facility-zone:7431,saturday,true,233,24,3,10,49
new-facility-zone:7434,primary,true,355,14,2,7,25
new-facility-zone:7434,distance-300,true,389,6,1,4,12
new-facility-zone:7434,distance-500,true,367,14,2,9,31
new-facility-zone:7434,rider-conditional,true,349,14,2,7,25
new-facility-zone:7434,normal-operations,true,355,14,2,7,25
new-facility-zone:7434,optimistic-information,true,350,14,2,7,25
new-facility-zone:7434,saturday,true,369,12,2,7,22
new-facility-zone:7447,primary,true,380,11,3,6,25
new-facility-zone:7447,distance-300,true,332,11,3,3,11
new-facility-zone:7447,distance-500,true,391,11,3,7,27
new-facility-zone:7447,rider-conditional,true,376,11,3,6,25
new-facility-zone:7447,normal-operations,true,380,11,3,6,25
new-facility-zone:7447,optimistic-information,true,377,11,3,6,25
new-facility-zone:7447,saturday,true,386,10,2,6,25
new-facility-zone:7457,primary,true,219,27,2,12,80
new-facility-zone:7457,distance-300,true,171,25,2,6,43
new-facility-zone:7457,distance-500,true,246,27,2,13,86
new-facility-zone:7457,rider-conditional,true,209,27,2,12,80
new-facility-zone:7457,normal-operations,true,219,27,2,12,80
new-facility-zone:7457,optimistic-information,true,215,27,2,12,80
new-facility-zone:7457,saturday,true,208,27,2,12,81
new-facility-zone:7480,primary,true,307,19,3,14,39
new-facility-zone:7480,distance-300,true,402,4,1,4,8
new-facility-zone:7480,distance-500,true,321,19,3,17,48
new-facility-zone:7480,rider-conditional,true,300,19,3,14,39
new-facility-zone:7480,normal-operations,true,307,19,3,14,39
new-facility-zone:7480,optimistic-information,true,301,19,3,14,39
new-facility-zone:7480,saturday,true,284,20,3,14,41
new-facility-zone:7485,primary,true,33,63,6,16,94
new-facility-zone:7485,distance-300,true,118,30,5,7,35
new-facility-zone:7485,distance-500,true,43,63,6,21,113
new-facility-zone:7485,rider-conditional,true,23,63,6,16,94
new-facility-zone:7485,normal-operations,true,33,63,6,16,94
new-facility-zone:7485,optimistic-information,true,33,63,6,16,94
new-facility-zone:7485,saturday,true,51,55,6,16,80
new-facility-zone:7522,primary,true,196,29,3,9,64
new-facility-zone:7522,distance-300,true,129,29,3,7,43
new-facility-zone:7522,distance-500,true,136,41,4,15,96
new-facility-zone:7522,rider-conditional,true,186,29,3,9,64
new-facility-zone:7522,normal-operations,true,196,29,3,9,64
new-facility-zone:7522,optimistic-information,true,192,29,3,9,64
new-facility-zone:7522,saturday,true,195,28,3,9,62
new-facility-zone:7529,primary,true,395,10,2,5,12
new-facility-zone:7529,distance-300,true,404,4,1,3,4
new-facility-zone:7529,distance-500,true,404,10,2,7,15
new-facility-zone:7529,rider-conditional,true,392,10,2,5,12
new-facility-zone:7529,normal-operations,true,395,10,2,5,12
new-facility-zone:7529,optimistic-information,true,391,10,2,5,12
new-facility-zone:7529,saturday,true,388,10,2,5,12
new-facility-zone:7585,primary,true,318,18,2,11,48
new-facility-zone:7585,distance-300,true,254,18,2,7,32
new-facility-zone:7585,distance-500,true,336,18,2,11,48
new-facility-zone:7585,rider-conditional,true,311,18,2,11,48
new-facility-zone:7585,normal-operations,true,318,18,2,11,48
new-facility-zone:7585,optimistic-information,true,311,18,2,11,48
new-facility-zone:7585,saturday,true,321,17,2,11,50
new-facility-zone:7629,primary,true,151,35,3,15,80
new-facility-zone:7629,distance-300,true,93,35,3,8,44
new-facility-zone:7629,distance-500,true,175,35,3,17,88
